APPLICATION NUMBER,TYPE,YEAR ISSUED,PRINCIPAL DUE,ADDRESS, 
   332633,PERMIT,2011,4671.94,2904 N 24TH ST , 
   332640,PERMIT,2011,2172.51,1541 W PIKE ST , 
   332644,PERMIT,2011,3903.91,6706 N 15TH ST , 
   332661,PERMIT,2011,3522.82,673 N 39TH ST , 
   332730,PERMIT,2011,2372.99,15 N 53RD ST , 
   332732,PERMIT,2011,11263.14,18 N 53RD ST , 
   332735,PERMIT,2011,9513.14,16 N 53RD ST , 
   332748,PERMIT,2011,2446.39,1656 S CONESTOGA ST , 
   332782,PERMIT,2011,4656.33,3716 LANKENAU RD , 
   332822,PERMIT,2011,17172.03,6055 OLD YORK RD , 
   332836,PERMIT,2011,472.59,2843 C ST , 
   332847,PERMIT,2011,16483.21,531 S 52ND ST , 
   332874,PERMIT,2011,4331.86,6850 ELMWOOD AVE , 
   332877,PERMIT,2011,2226.22,4814 N 10TH ST , 
   332887,PERMIT,2011,4133.75,66 DEARBORN ST , 
   332908,PERMIT,2011,16483.21,531 S 52ND ST , 
   332977,PERMIT,2011,1247.77,915 S 55TH ST , 
   332979,PERMIT,2011,1889.36,1919 MOUNT VERNON ST 3, 
   332980,PERMIT,2011,1610.25,1919 MOUNT VERNON ST 4, 
   332983,PERMIT,2011,1206.45,1330 DIVINITY ST , 
   333036,PERMIT,2011,4742.56,6217 CHEW AVE , 
   333084,PERMIT,2011,5079.21,3802 FAIRMOUNT AVE , 
   333149,PERMIT,2011,865.19,474 N 50TH ST , 
   333181,PERMIT,2011,4352.33,2026 W HAGERT ST , 
   333195,PERMIT,2011,7776.97,1120 S CLIFTON ST , 
   333216,PERMIT,2011,472.59,2843 C ST , 
   333293,PERMIT,2011,4548.96,4529 WAYNE AVE , 
   333351,PERMIT,2011,186.99,2504 N ALDER ST , 
   333352,PERMIT,2011,186.99,2504 N ALDER ST , 
   333354,PERMIT,2011,464.66,2506 N ALDER ST , 
   333357,PERMIT,2011,464.66,2506 N ALDER ST , 
   333422,PERMIT,2011,472.59,2843 C ST , 
   333445,PERMIT,2011,1454.98,2013 S 07TH ST , 
   333504,PERMIT,2011,835.63,139 S 55TH ST , 
   333579,PERMIT,2011,10247.34,219 N 11TH ST , 
   333585,PERMIT,2011,11833.3,5829 STOCKTON RD , 
   333604,PERMIT,2011,1460.86,817 E ALLEGHENY AVE , 
   333661,PERMIT,2011,3930,2544 N 31ST ST , 
   333752,PERMIT,2011,1679.83,2319 MIFFLIN ST , 
   333761,PERMIT,2011,2374.28,2758 N TAYLOR ST , 
   333883,PERMIT,2011,0,1225 N 25TH ST , 
   333989,PERMIT,2011,4436.43,112 E ALLEN ST , 
   334076,PERMIT,2011,480.23,2652 N 16TH ST , 
   334087,PERMIT,2011,5456.24,4215 ORMOND ST , 
   334088,PERMIT,2011,3078.47,3837 N BROAD ST , 
   334127,PERMIT,2011,16132.94,17 E PRICE ST , 
   334277,PERMIT,2011,1790.1,3206 CLIFFORD ST , 
   334307,PERMIT,2011,151.59,2849 N 13TH ST , 
   334361,PERMIT,2011,2335.45,1138 S 22ND ST , 
   334423,PERMIT,2011,35145.28,6366 STENTON AVE , 
   334453,PERMIT,2011,1538.19,3058 N 07TH ST , 
   334592,PERMIT,2011,5672.8,660 UNION ST , 
   334610,PERMIT,2011,0,3300 C ST , 
   334616,PERMIT,2011,1480.53,665 E CORNWALL ST , 
   334657,PERMIT,2011,3881.34,3098 ARAMINGO AVE , 
   334673,PERMIT,2011,12981.03,516 WHARTON ST , 
   334674,PERMIT,2011,6936.93,38 S 48TH ST , 
   334678,PERMIT,2011,4005.54,664 E ALLEGHENY AVE , 
   334733,PERMIT,2011,4248.75,3020 RICHMOND ST , 
   334800,PERMIT,2011,2461.82,1501 S 26TH ST , 
   334874,PERMIT,2011,2280.85,3540 N 17TH ST , 
   334893,PERMIT,2011,11544.89,1223 W WINGOHOCKING ST , 
   334905,PERMIT,2011,3426.46,872 N 48TH ST , 
   334906,PERMIT,2011,1393.47,1016 S REESE ST , 
   334911,PERMIT,2011,10254.82,2723 N 16TH ST , 
   334920,PERMIT,2011,3700.39,5738 DELANCEY ST , 
   334927,PERMIT,2011,1170.8,1340 S COLORADO ST , 
   334928,PERMIT,2011,1170.8,1340 S COLORADO ST , 
   334942,PERMIT,2011,2435.63,2204 RUFFNER ST , 
   335084,PERMIT,2011,4703.9,1828 TASKER ST , 
   335137,PERMIT,2011,279.32,629 N 57TH ST , 
   335174,PERMIT,2011,4007.81,167 W LEHIGH AVE , 
   335202,PERMIT,2011,3955.19,5824 WILLOWS AVE , 
   335425,PERMIT,2011,1161.71,3115 N HUTCHINSON ST , 
   335510,PERMIT,2011,2321.62,1613 N 06TH ST , 
   335548,PERMIT,2011,0,1503 WADSWORTH AVE , 
   335566,PERMIT,2011,375.21,1814 TITAN ST , 
   335592,PERMIT,2011,12082.68,453 DURFOR ST , 
   335606,PERMIT,2011,4772.78,3069 COLLINS ST , 
   335629,PERMIT,2011,2151.82,115 S CECIL ST , 
   335703,PERMIT,2011,118254.13,7071 MILNOR ST , 
   335794,PERMIT,2011,104.71,1627 S FRAZIER ST , 
   335798,PERMIT,2011,2527.2,1303 N ALDEN ST , 
   335802,PERMIT,2011,14.27,3400 OAKMONT ST , 
   335830,PERMIT,2011,15643.49,4741 BINGHAM ST , 
   335856,PERMIT,2011,3184.41,2975 JANNEY ST , 
   335887,PERMIT,2011,0,4900 JEFFERSON ST , 
   335891,PERMIT,2011,1393.47,1016 S REESE ST , 
   335948,PERMIT,2011,874.53,709 W ALLEGHENY AVE , 
   335952,PERMIT,2011,955.8,225 E STELLA ST , 
   335974,PERMIT,2011,16132.94,17 E PRICE ST , 
   336011,PERMIT,2011,11711.39,5405 PINE ST , 
   336019,PERMIT,2011,5668.35,1624 W WESTMORELAND ST , 
   336059,PERMIT,2011,1188.02,3517 N 07TH ST , 
   336087,PERMIT,2011,2314.64,2742 N HOWARD ST , 
   336092,PERMIT,2011,30732.9,7770 BREWSTER AVE , 
   336155,PERMIT,2011,3435.21,2808 C ST , 
   336210,PERMIT,2011,1326.08,2068 S 71ST ST , 
   336246,PERMIT,2011,17137.4,5649 N 16TH ST , 
   336253,PERMIT,2011,5005.43,7651 GILBERT ST , 
   336285,PERMIT,2011,3184.41,2975 JANNEY ST , 
   336291,PERMIT,2011,498.82,2421 N 18TH ST , 
   336297,PERMIT,2011,279.32,629 N 57TH ST , 
   336318,PERMIT,2011,649.41,2854 HOPE ST , 
   336431,PERMIT,2011,2505.78,1138 S 52ND ST , 
   336432,PERMIT,2011,38.29,607 W NORRIS ST , 
   336461,PERMIT,2011,2825.63,4452 N FRANKLIN ST , 
   336480,PERMIT,2011,707.32,1525 W STILES ST , 
   336482,PERMIT,2011,826.52,2854 N 03RD ST , 
   336532,PERMIT,2011,3219.99,6056 N CAMAC ST , 
   336535,PERMIT,2011,978.98,410 W PENN ST , 
   336544,PERMIT,2011,5921.22,7740 MICHENER AVE , 
   336589,PERMIT,2011,0,1524 SANSOM ST , 
   336618,PERMIT,2011,5658.9,2124 N 18TH ST , 
   336649,PERMIT,2011,2236.63,1714 N HOLLYWOOD ST , 
   336654,PERMIT,2011,2963.66,6247 CATHARINE ST , 
   336670,PERMIT,2011,5658.9,2124 N 18TH ST , 
   336688,PERMIT,2011,16483.21,531 S 52ND ST , 
   336723,PERMIT,2011,3434.97,459 W FISHER AVE , 
   336856,PERMIT,2011,12672.49,7202 HANFORD ST , 
   336880,PERMIT,2011,1608.6,1530 N BAILEY ST , 
   336950,PERMIT,2011,2742.81,919 S CECIL ST , 
   336978,PERMIT,2011,1781.85,5254 N 10TH ST , 
   336998,PERMIT,2011,37453.37,517 S 04TH ST , 
   337000,PERMIT,2011,7110.2,5649 GAINOR RD , 
   337058,PERMIT,2011,863.92,41 N 62ND ST , 
   337098,PERMIT,2011,2996.16,2312 N 31ST ST , 
   337105,PERMIT,2011,3881.17,137 S 60TH ST , 
   337179,PERMIT,2011,2063.52,160 W LIPPINCOTT ST , 
   337225,PERMIT,2011,266116.61,1501 N BROAD ST , 
   337266,PERMIT,2011,4512.96,1917 TASKER ST , 
   337292,PERMIT,2011,5482.22,5132 GREENWAY AVE , 
   337298,PERMIT,2011,1895.04,2059 S 60TH ST , 
   337344,PERMIT,2011,11306.25,4521 WORTH ST , 
   337392,PERMIT,2011,54.33,220 S 16TH ST , 
   337472,PERMIT,2011,4676.21,5161 HOOPES ST , 
   337510,PERMIT,2011,727.54,1401 REED ST , 
   337548,PERMIT,2011,38.29,607 W NORRIS ST , 
   337631,PERMIT,2011,2315.22,3450 N 02ND ST , 
   337683,PERMIT,2011,7335.72,4331 DEVEREAUX AVE , 
   337747,PERMIT,2011,0,1900 S BROAD ST , 
   337804,PERMIT,2011,626.77,5332 TURNER ST , 
   337865,PERMIT,2011,44017.64,1000R SAINT VINCENT ST , 
   337911,PERMIT,2011,2692.61,254 S 45TH ST , 
   337916,PERMIT,2011,4436.43,112 E ALLEN ST , 
   337924,PERMIT,2011,4725.98,4221 POWELTON AVE , 
   337955,PERMIT,2011,3575.9,2501 N 18TH ST , 
   337956,PERMIT,2011,1566.81,3422 TAMPA ST , 
   338054,PERMIT,2011,1958.05,1315 N 17TH ST , 
   338068,PERMIT,2011,2963.66,6247 CATHARINE ST , 
   338111,PERMIT,2011,30732.9,7770 BREWSTER AVE , 
   338130,PERMIT,2011,8189.94,4034 ROBBINS ST , 
   338213,PERMIT,2011,3071.41,3006 N 23RD ST , 
   338233,PERMIT,2011,3881.17,137 S 60TH ST , 
   338254,PERMIT,2011,315.6,3122 DIAMOND ST , 
   338277,PERMIT,2011,7832.76,1928 ROWAN ST , 
   338342,PERMIT,2011,3473.8,4029 N FRANKLIN ST , 
   338358,PERMIT,2011,1217.38,2127 N 32ND ST , 
   338371,PERMIT,2011,1528.58,5521 LINDBERGH BLV , 
   338519,PERMIT,2011,3780.27,4447 N CLEVELAND ST , 
   338527,PERMIT,2011,119.09,1649 W GRANGE AVE , 
   338547,PERMIT,2011,1566.81,3422 TAMPA ST , 
   338558,PERMIT,2011,1557.73,2538 TASKER ST , 
   338603,PERMIT,2011,5794.08,5903 ADDISON ST , 
   338611,PERMIT,2011,4613.32,6557 N LAMBERT ST , 
   338616,PERMIT,2011,13616.02,1640 N HANCOCK ST , 
   338619,PERMIT,2011,2675.51,2325 PIERCE ST , 
   338641,PERMIT,2011,485.88,1339 S 23RD ST , 
   338762,PERMIT,2011,544.2,4146 POPLAR ST , 
   338801,PERMIT,2011,2916.53,4154 N FRANKLIN ST , 
   338840,PERMIT,2011,955.86,2814 CEDAR ST , 
   338842,PERMIT,2011,21108.11,1544 SAINT LUKES ST , 
   338850,PERMIT,2011,2298.06,5935 SPRUCE ST , 
   338851,PERMIT,2011,8137.56,9300 ASHTON RD 2, 
   338853,PERMIT,2011,1478.49,651 N PRESTON ST , 
   338879,PERMIT,2011,1304.19,5007 WESTMINSTER AVE , 
   338893,PERMIT,2011,778,2111 MORRIS ST , 
   339020,PERMIT,2011,5763.44,5727 N LAMBERT ST , 
   339097,PERMIT,2011,21108.11,1544 SAINT LUKES ST , 
   339116,PERMIT,2011,4501.79,3049 HARTVILLE ST , 
   339284,PERMIT,2011,17954.83,1599 WINDRIM AVE , 
   339288,PERMIT,2011,1975.36,6324R N OPAL ST , 
   339593,PERMIT,2011,8344.4,5325 N MARVINE ST , 
   339792,PERMIT,2011,30732.9,7770 BREWSTER AVE , 
   339858,PERMIT,2011,1904.81,2028 W HAGERT ST , 
   339936,PERMIT,2011,466.1,2523 N 29TH ST , 
   340016,PERMIT,2011,24.01,149 W WEAVER ST , 
   340022,PERMIT,2011,150537.02,2901 FOX ST , 
   340037,PERMIT,2011,15823.86,417 N 64TH ST , 
   340069,PERMIT,2011,4507.8,1344 S MELVILLE ST , 
   340105,PERMIT,2011,1918.13,2805 N 22ND ST , 
   340196,PERMIT,2011,2974.79,1731 MASCHER ST , 
   340199,PERMIT,2011,12673.77,4534 N COLORADO ST , 
   340258,PERMIT,2011,1603.83,1501 S 31ST ST , 
   340366,PERMIT,2011,0,1823 N VAN PELT ST , 
   340394,PERMIT,2011,3322.73,4818 N FRANKLIN ST , 
   340436,PERMIT,2011,304.12,9207 JAMES ST , 
   340545,PERMIT,2011,3520.34,1400 S 31ST ST , 
   340578,PERMIT,2011,15823.86,417 N 64TH ST , 
   340597,PERMIT,2011,3617.96,5859 STOCKTON RD , 
   340618,PERMIT,2011,16132.94,17 E PRICE ST , 
   340620,PERMIT,2011,1134.25,5108 PENTRIDGE ST , 
   340622,PERMIT,2011,1134.25,5108 PENTRIDGE ST , 
   340640,PERMIT,2011,185.71,2013 N CLEVELAND ST , 
   340720,PERMIT,2011,6719.5,5400 MARKET ST , 
   340802,PERMIT,2011,3193.33,2212 HOBSON ST , 
   340808,PERMIT,2011,142.14,5540 MATTHEWS ST , 
   340809,PERMIT,2011,3687.43,1844 MOHICAN ST , 
   340810,PERMIT,2011,1969.25,425 S 60TH ST , 
   340855,PERMIT,2011,1259.17,3317 N AMERICAN ST , 
   340859,PERMIT,2011,506.14,1421 S 49TH ST , 
   340881,PERMIT,2011,0,1900 S BROAD ST , 
   340889,PERMIT,2011,5699.76,1400 S 24TH ST , 
   340897,PERMIT,2011,1219.1,2440 CLIFFORD ST , 
   340921,PERMIT,2011,4277.72,3508 N 23RD ST , 
   340930,PERMIT,2011,2780.69,1636 N EDGEWOOD ST , 
   341050,PERMIT,2011,6862.8,6539 N LAMBERT ST , 
   341075,PERMIT,2011,59864.52,110 CHESTNUT ST , 
   341110,PERMIT,2011,7337.43,7309 STATE RD , 
   341164,PERMIT,2011,856.95,2115 FERNON ST , 
   341166,PERMIT,2011,4858.12,1516 N CONESTOGA ST , 
   341269,PERMIT,2011,352.5,5915 WALKER ST , 
   341362,PERMIT,2011,3826.67,1681 FOULKROD ST , 
   341423,PERMIT,2011,5658.9,2124 N 18TH ST , 
   341434,PERMIT,2011,7458.9,5442 DELANCEY ST , 
   341435,PERMIT,2011,2831.68,1842 N NATRONA ST , 
   341502,PERMIT,2011,6719.5,5400 MARKET ST , 
   341509,PERMIT,2011,3069.49,6071 CEDARHURST ST , 
   341519,PERMIT,2011,1515.83,3127 N CROSKEY ST , 
   341613,PERMIT,2011,2146.68,2811 N CROSKEY ST , 
   341668,PERMIT,2011,1273.25,1122 W SOMERSET ST , 
   341684,PERMIT,2011,0,1900 S BROAD ST , 
   341769,PERMIT,2011,1136.37,3819 FOLSOM ST , 
   341806,PERMIT,2011,3069.49,6071 CEDARHURST ST , 
   341881,PERMIT,2011,5804.74,1919 CHELTEN AVE , 
   341995,PERMIT,2011,568.37,2209 CORAL ST , 
   342000,PERMIT,2011,82262.36,206 PARKER AVE , 
   342099,PERMIT,2011,2868.8,717 N 38TH ST , 
   342161,PERMIT,2011,0,1900 S BROAD ST , 
   342184,PERMIT,2011,0,1528 S 27TH ST , 
   342204,PERMIT,2011,3522.82,673 N 39TH ST , 
   342281,PERMIT,2011,5763.44,5727 N LAMBERT ST , 
   342398,PERMIT,2011,1012.51,1028 S 60TH ST , 
   342409,PERMIT,2011,35732.21,240 ROBERTS AVE , 
   342411,PERMIT,2011,4389.93,3026 RORER ST , 
   342474,PERMIT,2011,2671.66,1018 N 43RD ST , 
   342591,PERMIT,2011,3866.1,1907 FEDERAL ST , 
   342594,PERMIT,2011,765.88,633 W VENANGO ST , 
   342737,PERMIT,2011,12491.01,4941 GERMANTOWN AVE , 
   342750,PERMIT,2011,4822.77,7152 N 20TH ST , 
   342798,PERMIT,2011,2591.86,4055 RICHMOND ST , 
   342801,PERMIT,2011,3011.38,2345 N 30TH ST , 
   342815,PERMIT,2011,11650.78,7344 N 19TH ST , 
   342938,PERMIT,2011,6365.86,4549 N 19TH ST , 
   342940,PERMIT,2011,59181.89,619 N BROAD ST , 
   342941,PERMIT,2011,6490.52,1500 S 33RD ST , 
   342944,PERMIT,2011,20460.84,1602 N 05TH ST , 
   342983,PERMIT,2011,758.28,2328 N CAMAC ST , 
   342991,PERMIT,2011,10249.22,2821 S MARSHALL ST , 
   343031,PERMIT,2011,4713.65,5105 CHANCELLOR ST , 
   343119,PERMIT,2011,6360.32,1404 E WEAVER ST , 
   343149,PERMIT,2011,728.63,3346 N PHILIP ST , 
   343254,PERMIT,2011,31413.36,1627 WOODBROOK LN , 
   343255,PERMIT,2011,31413.36,1627 WOODBROOK LN , 
   343303,PERMIT,2011,3338.69,3806 ARCHER ST , 
   343318,PERMIT,2011,4113.86,5900 W OXFORD ST , 
   343417,PERMIT,2011,7158.18,7179 N 18TH ST , 
   343488,PERMIT,2011,5731.42,2845 N RINGGOLD ST , 
   343513,PERMIT,2011,1057.46,2538 N 11TH ST , 
   343577,PERMIT,2011,3617.96,5859 STOCKTON RD , 
   343606,PERMIT,2011,0,4521 OLD YORK RD , 
   343614,PERMIT,2011,1165.22,1947 HAWORTH ST , 
   343660,PERMIT,2011,3515.34,2159 N VAN PELT ST , 
   343676,PERMIT,2011,15577.23,6312 RISING SUN AVE , 
   343707,PERMIT,2011,2415.01,1708 CHESTNUT LN , 
   343805,PERMIT,2011,6666.08,2211 MC KEAN ST , 
   343855,PERMIT,2011,0,5323 RISING SUN AVE , 
   343865,PERMIT,2011,1708.05,2074 MARGARET ST , 
   343940,PERMIT,2011,3522.82,673 N 39TH ST , 
   343959,PERMIT,2011,4107.82,5604 SPRUCE ST , 
   344009,PERMIT,2011,4913.61,3958 N DELHI ST , 
   344060,PERMIT,2011,2068.6,5401 MARKET ST , 
   344097,PERMIT,2011,3522.82,673 N 39TH ST , 
   344107,PERMIT,2011,23953.5,100 PARKER AVE , 
   344115,PERMIT,2011,176.24,866 N 44TH ST , 
   344120,PERMIT,2011,305.02,868 N 44TH ST , 
   344124,PERMIT,2011,1679.39,870 N 44TH ST , 
   344201,PERMIT,2011,31413.36,1627 WOODBROOK LN , 
   344234,PERMIT,2011,3522.82,673 N 39TH ST , 
   344274,PERMIT,2011,2225.13,930 S 58TH ST , 
   344473,PERMIT,2011,2076.98,1813 LATONA ST , 
   344499,PERMIT,2011,6490.52,1500 S 33RD ST , 
   344695,PERMIT,2011,121.69,10915 MODENA DR , 
   345084,PERMIT,2011,39334.32,2231 BRYN MAWR AVE , 
   345094,PERMIT,2011,9354.2,1935 N 60TH ST , 
   345200,PERMIT,2011,3615.09,1304 W WYOMING AVE , 
   345414,PERMIT,2011,0,1225 N 25TH ST , 
   345433,PERMIT,2011,0,1900 S BROAD ST , 
   345434,PERMIT,2011,6295.81,2825 ORMES ST , 
   345500,PERMIT,2011,4671.94,2904 N 24TH ST , 
   345505,PERMIT,2011,720.99,2528 W ARIZONA ST , 
   345524,PERMIT,2011,920.37,154 MAYLAND ST , 
   345548,PERMIT,2011,13141.74,1601 S 60TH ST , 
   345560,PERMIT,2011,5526.69,2105 W ONTARIO ST , 
   345581,PERMIT,2011,5526.69,2105 W ONTARIO ST , 
   345591,PERMIT,2011,915.72,3440 MASCHER ST , 
   345620,PERMIT,2011,2455.16,4125 N BROAD ST , 
   345896,PERMIT,2011,4361.64,6825 GUYER AVE , 
   346052,PERMIT,2011,35732.21,240 ROBERTS AVE , 
   346070,PERMIT,2011,1918.13,2805 N 22ND ST , 
   346075,PERMIT,2011,4384.72,1925 MOORE ST , 
   346216,PERMIT,2011,2170.62,1338 W BOSTON ST , 
   346267,PERMIT,2011,4148.28,2715 E SOMERSET ST , 
   346292,PERMIT,2011,7.93,2450 S LEE ST , 
   346297,PERMIT,2011,2096.95,2925 N 13TH ST , 
   346325,PERMIT,2011,10894.83,2026 RIDGE AVE , 
   346327,PERMIT,2011,10894.83,2026 RIDGE AVE , 
   346366,PERMIT,2011,7958.08,12000 AUDUBON AVE , 
   346368,PERMIT,2011,7958.08,12000 AUDUBON AVE , 
   346500,PERMIT,2011,16042.49,8816 RIDGE AVE , 
   346537,PERMIT,2011,2681.6,1000 E CHELTEN AVE , 
   346551,PERMIT,2011,1919.99,2149 E STELLA ST , 
   346573,PERMIT,2011,11761.68,1345 FRIENDSHIP ST , 
   346605,PERMIT,2011,3393.81,2110 MASTER ST , 
   346849,PERMIT,2011,854.57,7035 GRAYS AVE , 
   346854,PERMIT,2011,2233.32,3322 N 16TH ST , 
   346944,PERMIT,2011,2982.67,109 CARPENTER LN , 
   347002,PERMIT,2011,6211.56,2736 S 07TH ST , 
   347085,PERMIT,2011,198.28,4090R E ROOSEVELT BLV , 
   347250,PERMIT,2011,22751.64,515 BRINTON ST , 
   347293,PERMIT,2011,3567.88,3725 MELON ST , 
   347362,PERMIT,2011,3617.96,5859 STOCKTON RD , 
   347613,PERMIT,2011,194.71,10103 NORTHEAST BLV , 
   347697,PERMIT,2011,0,418 N 58TH ST , 
   347701,PERMIT,2011,194.71,10103 NORTHEAST BLV , 
   347752,PERMIT,2011,850.21,4704 E ROOSEVELT BLV , 
   347757,PERMIT,2011,850.21,4704 E ROOSEVELT BLV , 
   347815,PERMIT,2011,1331.36,6038 TRINITY ST , 
   347843,PERMIT,2011,10188.57,540 N 04TH ST , 
   347845,PERMIT,2011,863.92,41 N 62ND ST , 
   347900,PERMIT,2011,2583.21,4647 N 05TH ST , 
   348001,PERMIT,2011,5813.04,412 WATKINS ST , 
   348004,PERMIT,2011,1256.67,1436 S 19TH ST , 
   348009,LICENSE,2011,20969.66,322 POPLAR ST , 
   348157,PERMIT,2011,1317.51,2718 N HOLLYWOOD ST , 
   348324,PERMIT,2011,3412.71,247 N 52ND ST , 
   348372,PERMIT,2011,5463.95,228 E DURHAM ST , 
   348373,PERMIT,2011,4005.54,664 E ALLEGHENY AVE , 
   348384,PERMIT,2011,2005.97,1354 S HARMONY ST , 
   348390,PERMIT,2011,1039.5,1940 FERNON ST , 
   348408,PERMIT,2011,5046.62,5134 GREENWAY AVE , 
   348412,PERMIT,2011,3438.37,955 N 45TH ST , 
   348422,PERMIT,2011,0,177 LEVERING ST , 
   348440,PERMIT,2011,863.92,41 N 62ND ST , 
   348482,PERMIT,2011,4008.55,4747 UPLAND ST , 
   348517,PERMIT,2011,12981.03,516 WHARTON ST , 
   348519,PERMIT,2011,1785.04,1328 S 54TH ST , 
   348551,PERMIT,2011,4560.12,438 N 64TH ST , 
   348667,PERMIT,2011,2859.5,6026 VINE ST , 
   348755,PERMIT,2011,3673.63,866 E CHELTEN AVE , 
   348854,PERMIT,2011,1918.13,2805 N 22ND ST , 
   348935,PERMIT,2011,2337.94,2315 W LEHIGH AVE , 
   348979,PERMIT,2011,6263.02,5420 PASCHALL AVE , 
   349009,PERMIT,2011,0,3351 COTTMAN AVE , 
   349050,PERMIT,2011,4518.55,2523 S 07TH ST , 
   349084,PERMIT,2011,5899.77,6319 TULIP ST , 
   349143,PERMIT,2011,9272.61,5314 MARKET ST , 
   349191,PERMIT,2011,12608.47,1204 S 50TH ST , 
   349391,PERMIT,2011,1926.67,233 E WESTMORELAND ST , 
   349395,PERMIT,2011,59864.52,110 CHESTNUT ST , 
   349414,PERMIT,2011,2318.29,2157 N NATRONA ST , 
   349572,PERMIT,2011,977.35,5434 NORFOLK ST , 
   349575,PERMIT,2011,3573.49,3457 N LEE ST , 
   349576,PERMIT,2011,3573.49,3457 N LEE ST , 
   349628,PERMIT,2011,2795.67,1409 N 15TH ST , 
   349710,PERMIT,2011,568.37,2209 CORAL ST , 
   349801,PERMIT,2011,6701.18,3326 N WATER ST , 
   349820,PERMIT,2011,1944.79,3340 N FRONT ST , 
   349825,PERMIT,2011,551.66,5434 N MARVINE ST , 
   349907,PERMIT,2011,3481.68,2128 N 09TH ST , 
   349909,PERMIT,2011,3481.68,2128 N 09TH ST , 
   350110,PERMIT,2011,3313.23,1852 N VAN PELT ST , 
   350184,PERMIT,2011,1577.16,734 W RUSSELL ST , 
   350204,PERMIT,2011,4596.41,2770 JASPER ST , 
   350242,PERMIT,2011,5658.9,2124 N 18TH ST , 
   350290,PERMIT,2011,3785.39,204 E WISHART ST , 
   350297,PERMIT,2011,6295.81,2825 ORMES ST , 
   350344,PERMIT,2011,788.95,5008 WALNUT ST , 
   350363,PERMIT,2011,1076.8,1337 S WILTON ST , 
   350420,PERMIT,2011,89582.66,7015 E ROOSEVELT BLV , 
   350482,PERMIT,2011,512.7,1111 W NEVADA ST , 
   350483,PERMIT,2011,989.44,1113 W NEVADA ST , 
   350611,PERMIT,2011,7905.14,5650 RODMAN ST , 
   350642,PERMIT,2011,0,719 E CHELTEN AVE , 
   350681,PERMIT,2011,1140.14,2946 FRENCH ST , 
   350716,PERMIT,2011,0,2451 GRANT AVE , 
   350804,PERMIT,2011,4526.69,139 N SALFORD ST , 
   350829,PERMIT,2011,1926.67,233 E WESTMORELAND ST , 
   350844,PERMIT,2011,6617.17,2720 N HEMBERGER ST , 
   350937,PERMIT,2011,15206.63,5251 CHESTNUT ST , 
   350983,PERMIT,2011,3313.23,1852 N VAN PELT ST , 
   351003,PERMIT,2011,2320.98,1716 N WILTON ST , 
   351022,PERMIT,2011,599.44,3223 ARLINGTON ST , 
   351027,PERMIT,2011,2915.09,2313 PIERCE ST , 
   351066,PERMIT,2011,669.04,1718 N TANEY ST , 
   351067,PERMIT,2011,6269.46,241 W DUVAL ST , 
   351070,PERMIT,2011,669.04,1718 N TANEY ST , 
   351075,PERMIT,2011,6022.54,5853 PEMBERTON ST , 
   351077,PERMIT,2011,0,177 LEVERING ST , 
   351089,PERMIT,2011,10894.83,2026 RIDGE AVE , 
   351120,PERMIT,2011,13134.73,306 BERKLEY ST , 
   351184,PERMIT,2011,1363.02,1728 N WILTON ST , 
   351187,PERMIT,2011,1998.43,1733 N WILTON ST , 
   351212,PERMIT,2011,3435.21,2808 C ST , 
   351321,PERMIT,2011,0,3309 SPRING GARDEN ST , 
   351371,PERMIT,2011,1030.93,1742 N WILTON ST , 
   351422,PERMIT,2011,187.98,3841 N 08TH ST , 
   351429,PERMIT,2011,6082.68,5903 WEYMOUTH ST , 
   351472,PERMIT,2011,1034.95,1738 N WILTON ST , 
   351475,PERMIT,2011,1591.46,1736 N WILTON ST , 
   351477,PERMIT,2011,2307.08,1741 N WILTON ST , 
   351562,PERMIT,2011,7784.78,7830 REVERE ST , 
   351575,PERMIT,2011,187.98,3841 N 08TH ST , 
   351580,PERMIT,2011,2155.61,6727 N BROAD ST , 
   351618,PERMIT,2011,0,2451 GRANT AVE , 
   351645,PERMIT,2011,9268.45,3500 SPRING GARDEN ST , 
   351650,PERMIT,2011,9268.45,3500 SPRING GARDEN ST , 
   351721,PERMIT,2011,8814.11,901 N 64TH ST , 
   351757,PERMIT,2011,3245.25,2719 N 17TH ST , 
   351759,PERMIT,2011,15643.79,7209 PITTVILLE AVE , 
   351777,PERMIT,2011,1958.15,3237 KEIM ST , 
   351813,PERMIT,2011,2654.69,5800 N 05TH ST , 
   351814,PERMIT,2011,501.79,5305 HARLEY AVE , 
   351859,PERMIT,2011,12608.47,1204 S 50TH ST , 
   351862,PERMIT,2011,4812.72,4036 N 08TH ST , 
   351869,PERMIT,2011,2258.11,6227 CATHARINE ST , 
   351912,PERMIT,2011,2596.22,1500 N AMERICAN ST , 
   351919,PERMIT,2011,1030.93,1742 N WILTON ST , 
   351953,PERMIT,2011,8599.56,5950 N 13TH ST , 
   351981,PERMIT,2011,34.98,1323 ELLSWORTH ST , 
   352018,PERMIT,2011,59864.52,110 CHESTNUT ST , 
   352169,PERMIT,2011,187.98,3841 N 08TH ST , 
   352258,PERMIT,2011,59864.52,110 CHESTNUT ST , 
   352383,PERMIT,2011,16132.94,17 E PRICE ST , 
   352390,PERMIT,2011,4197.04,1748 N WILTON ST , 
   352417,PERMIT,2011,758.23,937 S PAXON ST , 
